Title,Year,Runtime,IMDB_Rating,Metascore,Votes,Description,Decade,Rating_Category,Runtime_Category
Kill Bill: Vol. 2,2004,137,8.0,83.0,34709,"The Bride continues her quest of vengeance against her former boss and lover Bill, the reclusive bouncer Budd, and the treacherous, one-eyed Elle.",2000,Good,Long (120–180 min)
"Spring, Summer, Fall, Winter... and Spring",2003,103,8.0,85.0,34709,A boy is raised by a Buddhist monk in an isolated floating temple where the years pass like the seasons.,2000,Good,Standard (90–120 min)
The Sea Inside,2004,126,8.0,74.0,34709,"The factual story of Spaniard Ramon Sampedro, who fought a 28 year campaign in favour of euthanasia and his own right to die.",2000,Good,Long (120–180 min)
Cinderella Man,2005,144,8.0,69.0,34709,"The story of James J. Braddock, a supposedly washed-up boxer who came back to challenge for the heavyweight championship of the world.",2000,Good,Long (120–180 min)
Infernal Affairs,2002,101,8.0,75.0,34709,"A story between a mole in the police department and an undercover cop. Their objectives are the same: to find out who is the mole, and who is the cop.",2000,Good,Standard (90–120 min)
Big Fish,2003,125,8.0,58.0,34709,A frustrated son tries to determine the fact from fiction in his dying father's life.,2000,Good,Long (120–180 min)
The Incredibles,2004,115,8.0,90.0,34709,"While trying to lead a quiet suburban life, a family of undercover superheroes are forced into action to save the world.",2000,Good,Standard (90–120 min)
My Sassy Girl,2001,137,8.0,78.69,34709,"A young man sees a drunk, cute woman standing too close to the tracks at a metro station in Seoul and pulls her back. She ends up getting him into trouble repeatedly after that, starting on the train.",2000,Good,Long (120–180 min)
Dogville,2003,178,8.0,60.0,34709,"A woman on the run from the mob is reluctantly accepted in a small Colorado community in exchange for labor, but when a search visits the town she finds out that their support has a price.",2000,Good,Long (120–180 min)
Vizontele,2001,110,8.0,78.69,34709,"Lives of residents in a small, Anatolian village change when television is introduced to them.",2000,Good,Standard (90–120 min)
Donnie Darko,2001,113,8.0,88.0,34709,"After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a man in a large rabbit suit who manipulates him to commit a series of crimes.",2000,Good,Standard (90–120 min)
Magnolia,1999,188,8.0,77.0,34709,"An epic mosaic of interrelated characters in search of love, forgiveness, and meaning in the San Fernando Valley.",1990,Good,Epic (>180 min)
Neon Genesis Evangelion: The End of Evangelion,1997,87,8.0,78.69,34709,Concurrent theatrical ending of the TV series Neon Genesis Evangelion (1995).,1990,Good,Short (<90 min)
The Straight Story,1999,112,8.0,86.0,34709,An old man makes a long journey by lawnmower to mend his relationship with an ill brother.,1990,Good,Standard (90–120 min)
Perfect Blue,1997,81,8.0,78.69,34709,"A pop singer gives up her career to become an actress, but she slowly goes insane when she starts being stalked by an obsessed fan and what seems to be a ghost of her past.",1990,Good,Short (<90 min)
Central Station,1998,110,8.0,80.0,34709,"The emotive journey of a former schoolteacher who writes letters for illiterate people, and a young boy whose mother has just died, as they search for the father he never knew.",1990,Good,Standard (90–120 min)
The Legend of 1900,1998,169,8.0,58.0,34709,"A baby boy, discovered in 1900 on an ocean liner, grows into a musical prodigy, never setting foot on land.",1990,Good,Long (120–180 min)
"Black Cat, White Cat",1998,127,8.0,73.0,34709,Matko and his son Zare live on the banks of the Danube river and get by through hustling and basically doing anything to make a living. In order to pay off a business debt Matko agrees to marry off Zare to the sister of a local gangster.,1990,Good,Long (120–180 min)
Sling Blade,1996,135,8.0,84.0,34709,"Karl Childers, a simple man hospitalized since his childhood murder of his mother and her lover, is released to start a new life in a small town.",1990,Good,Long (120–180 min)
Secrets & Lies,1996,136,8.0,91.0,34709,"Following the death of her adoptive parents, a successful young black optometrist establishes contact with her biological mother -- a lonely white factory worker living in poverty in East London.",1990,Good,Long (120–180 min)
12 Monkeys,1995,129,8.0,74.0,34709,"In a future world devastated by disease, a convict is sent back in time to gather information about the man-made virus that wiped out most of the human population on the planet.",1990,Good,Long (120–180 min)
Dilwale Dulhania Le Jayenge,1995,181,8.0,78.69,34709,"When Raj meets Simran in Europe, it isn't love at first sight but when Simran moves to India for an arranged marriage, love makes its presence felt.",1990,Good,Epic (>180 min)
Chungking Express,1994,102,8.0,78.0,34709,"Two melancholy Hong Kong policemen fall in love: one with a mysterious female underworld figure, the other with a beautiful and ethereal waitress at a late-night restaurant he frequents.",1990,Good,Standard (90–120 min)
Andaz Apna Apna,1994,160,8.0,78.69,34709,Two slackers competing for the affections of an heiress inadvertently become her protectors from an evil criminal.,1990,Good,Long (120–180 min)
Scent of a Woman,1992,156,8.0,59.0,34709,"A prep school student needing money agrees to ""babysit"" a blind man, but the job is not at all what he anticipated.",1990,Good,Long (120–180 min)
Aladdin,1992,90,8.0,86.0,34709,A kindhearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.,1990,Good,Short (<90 min)
JFK,1991,189,8.0,72.0,34709,New Orleans District Attorney Jim Garrison discovers there's more to the Kennedy assassination than the official story.,1990,Good,Epic (>180 min)
Beauty and the Beast,1991,84,8.0,95.0,34709,A prince cursed to spend his days as a hideous monster sets out to regain his humanity by earning a young woman's love.,1990,Good,Short (<90 min)
Dances with Wolves,1990,181,8.0,72.0,34709,"Lieutenant John Dunbar, assigned to a remote western Civil War outpost, befriends wolves and Native Americans, making him an intolerable aberration in the military.",1990,Good,Epic (>180 min)
Rain Man,1988,133,8.0,65.0,34709,"After a selfish L.A. yuppie learns his estranged father left a fortune to an autistic-savant brother in Ohio that he didn't know existed, he absconds with his brother and sets out across the country, hoping to gain a larger inheritance.",1980,Good,Long (120–180 min)
Akira,1988,124,8.0,67.0,34709,"A secret military project endangers Neo-Tokyo when it turns a biker gang member into a rampaging psychic psychopath who can only be stopped by a teenager, his gang of biker friends and a group of psychics.",1980,Good,Long (120–180 min)
The Princess Bride,1987,98,8.0,77.0,34709,"While home sick in bed, a young boy's grandfather reads him the story of a farmboy-turned-pirate who encounters numerous obstacles, enemies and allies in his quest to be reunited with his true love.",1980,Good,Standard (90–120 min)
Wings of Desire,1987,128,8.0,79.0,34709,"An angel tires of his purely ethereal life of merely overseeing the human activity of Berlin's residents, and longs for the tangible joys of physical existence when he falls in love with a mortal.",1980,Good,Long (120–180 min)
"Goodbye, Children",1987,104,8.0,88.0,34709,"A French boarding school run by priests seems to be a haven from World War II until a new student arrives. Occupying the next bed in the dormitory to the top student in his class, the two young boys begin to form a bond.",1980,Good,Standard (90–120 min)
Castle in the Sky,1986,125,8.0,78.0,34709,A young boy and a girl with a magic crystal must race against pirates and foreign agents in a search for a legendary floating castle.,1980,Good,Long (120–180 min)
Nausicaä of the Valley of the Wind,1984,117,8.0,86.0,34709,Warrior and pacifist Princess Nausicaä desperately struggles to prevent two warring nations from destroying themselves and their dying planet.,1980,Good,Standard (90–120 min)
Nostalghia,1983,125,8.0,78.69,34709,"A Russian poet and his interpreter travel to Italy researching the life of an 18th-century composer, and instead meet a ruminative madman who tells the poet how the world may be saved.",1980,Good,Long (120–180 min)
Pink Floyd: The Wall,1982,95,8.0,47.0,34709,A confined but troubled rock star descends into madness in the midst of his physical and social isolation from everyone.,1980,Good,Standard (90–120 min)
Fitzcarraldo,1982,158,8.0,78.69,34709,"The story of Brian Sweeney Fitzgerald, an extremely determined man who intends to build an opera house in the middle of a jungle.",1980,Good,Long (120–180 min)
Life of Brian,1979,94,8.0,77.0,34709,"Born on the original Christmas in the stable next door to Jesus Christ, Brian of Nazareth spends his life being mistaken for a messiah.",1970,Good,Standard (90–120 min)
Being There,1979,130,8.0,83.0,34709,"After the death of his employer forces him out of the only home he's ever known, a simpleminded, sheltered gardener becomes an unlikely trusted advisor to a powerful tycoon and an insider in Washington politics.",1970,Good,Long (120–180 min)
Annie Hall,1977,93,8.0,92.0,34709,"Alvy Singer, a divorced Jewish comedian, reflects on his relationship with ex-lover Annie Hall, an aspiring nightclub singer, which ended abruptly just like his previous marriages.",1970,Good,Standard (90–120 min)
Dog Day Afternoon,1975,125,8.0,86.0,34709,"Three amateur bank robbers plan to hold up a bank. A nice simple robbery: Walk in, take the money, and run. Unfortunately, the supposedly uncomplicated heist suddenly becomes a bizarre nightmare as everything that could go wrong does.",1970,Good,Long (120–180 min)
Mirror,1975,107,8.0,80.0,34709,"A dying man in his forties remembers his past. His childhood, his mother, the war, personal moments and things that tell of the recent history of all the Russian nation.",1970,Good,Standard (90–120 min)
Young Frankenstein,1974,106,8.0,80.0,34709,"An American grandson of the infamous scientist, struggling to prove that his grandfather was not as insane as people believe, is invited to Transylvania, where he discovers the process that reanimates a dead body.",1970,Good,Standard (90–120 min)
Papillon,1973,151,8.0,58.0,34709,"A French convict in the 1930s befriends a fellow criminal as the two of them begin serving their sentence in the South American penal colony on Devil's Island, which inspires the man to plot his escape.",1970,Good,Long (120–180 min)
Cries & Whispers,1972,91,8.0,78.69,34709,"When a woman dying of cancer in early twentieth-century Sweden is visited by her two sisters, long-repressed feelings between the siblings rise to the surface.",1970,Good,Standard (90–120 min)
